datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[899, 819, 1000, 871]",MR177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[874, 823, 978, 879]",KIR177]
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[866, 823, 973, 881]",Wr177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[849, 827, 959, 886]",Mr177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[839, 835, 947, 887]",KIR:177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[829, 833, 941, 892]",KR177]
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[823, 837, 933, 896]",MR177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[809, 842, 927, 899]",Mr177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[806, 843, 918, 903]",KIR177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[775, 855, 892, 910]",KIR177
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[567, 816, 696, 878]",K30.932
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[528, 822, 661, 885]",K30.932
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[488, 837, 621, 906]",K30.932
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[855, 840, 945, 874]",B54506
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[675, 825, 767, 869]",02X-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[661, 826, 754, 875]",62x-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[657, 827, 749, 878]",[2x022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[640, 837, 732, 880]",K2x-022 |
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[634, 841, 727, 883]",02x-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[610, 843, 706, 895]",02X-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[600, 843, 698, 899]",K2x-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[595, 847, 691, 901]",[62x022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[579, 852, 676, 906]",K2X-022
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[256, 826, 349, 869]",3
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[247, 827, 343, 871]",3442
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[237, 826, 334, 873]",314
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[210, 832, 307, 879]",3141
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[201, 836, 298, 879]",314n
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[194, 839, 290, 882]",3-4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[180, 840, 280, 883]",1-45
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[172, 843, 270, 885]",1141
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[160, 842, 263, 886]",3142
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[130, 846, 236, 893]",34442
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[124, 848, 227, 894]",114
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[105, 846, 207, 897]",11
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[92, 849, 199, 900]",3142
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[83, 846, 190, 902]",1142
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[51, 858, 159, 905]",3142
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[864, 820, 967, 871]",(K1 482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[842, 820, 958, 875]",011-482|
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[849, 820, 954, 874]",(01#-482 |
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[837, 823, 944, 881]",(011482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[828, 824, 937, 882]",M11-482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[815, 833, 922, 885]",(K1n+482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[790, 841, 902, 898]",M11482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[783, 844, 897, 903]",K1n-482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[766, 848, 880, 907]",(01n-482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[757, 851, 873, 911]",Uixan-482
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[775, 822, 880, 871]",05260
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[775, 822, 876, 874]",0516960
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[767, 825, 869, 876]",051e2604
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[739, 823, 864, 878]",056220
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[754, 827, 857, 883]",05je960
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[748, 823, 852, 882]",05ie9605
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[733, 829, 841, 884]",05IE2605
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[728, 836, 833, 886]",LX5ie260_
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[716, 838, 829, 891]",051260
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[706, 842, 817, 896]",05je2605
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[694, 844, 804, 904]",6516260
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[680, 849, 788, 910]",05j62260
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[669, 853, 783, 911]",05ie2605
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[788, 823, 883, 870]",Ksr4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[780, 824, 876, 874]",1S-64
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[772, 826, 870, 875]",Kr
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[766, 827, 864, 878]",661sr4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[756, 829, 856, 883]",KsR4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[746, 836, 849, 883]",71S 4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[739, 836, 843, 886]",61564
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[731, 838, 831, 886]",KSR4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[721, 840, 827, 892]",K1s4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[705, 844, 809, 897]",KsR4
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[694, 847, 802, 901]",K1564
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[674, 850, 784, 906]",M564
datasets/car-number-plate/videos/2034115-hd_1920_1080_30fps.mp4,"[668, 855, 776, 909]",(1s 64
